OK	285	169	piglit/shaders/CorrectParseTest1.frag
OK	476	338	piglit/shaders/CorrectPreprocess5.frag
OK	1415	1028	piglit/shaders/CorrectPreprocess8.frag
OK	502	351	piglit/shaders/CorrectPreprocess9.frag
OK	324	236	piglit/shaders/CorrectReservedWords.frag
OK	148	48	piglit/shaders/CorrectScalarVectorExpressions.frag
OK	466	155	piglit/shaders/CorrectSwizzle1.frag
OK	284	189	piglit/shaders/CorrectSwizzle1.vert
OK	745	510	piglit/shaders/CorrectSwizzle2.frag
OK	291	177	piglit/shaders/CorrectSwizzle2.vert
OK	444	108	piglit/shaders/CorrectSwizzle3.frag
OK	330	164	piglit/shaders/CorrectUnsizedArray.frag
OK	264	53	piglit/shaders/CorrectVersion.V110.frag
OK	175	76	piglit/shaders/TextureRectangleSamplers.frag
